Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2020/04/14,17763.1158,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1809,Pro,2020/04/14,17763.1158,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2020/05/12,17763.1217,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1809,Pro,2020/05/12,17763.1217,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2020/06/09,17763.1282,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1809,Pro,2020/06/09,17763.1282,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2020/07/14,17763.1339,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1809,Pro,2020/07/14,17763.1339,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2020/08/11,17763.1397,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1809,Pro,2020/08/11,17763.1397,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2020/09/10,17763.1457,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1809,Pro,2020/09/08,17763.1457,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2020/10/13,17763.1518,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1809,Pro,2020/10/13,17763.1518,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2020/11/10,17763.1577,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1809,Pro,2020/11/10,17763.1577,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2020/12/08,17763.1637,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2021/01/12,17763.1697,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2021/02/09,17763.1757,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2021/03/09,17763.1817,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2021/04/13,17763.1879,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2021/05/11,17763.1935,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1809,Pro,2018/12/11,17763.194,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2021/06/08,17763.1999,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2021/07/13,17763.2061,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2021/08/10,17763.2114,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1803,Pro,2019/01/08,17763.253,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1809,Pro,2019/02/12,17763.316,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2019/03/12,17763.379,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1809,Pro,2019/03/12,17763.379,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1809,Pro,2019/04/09,17763.437,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1809,Pro,2019/05/19,17763.504,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1809,Pro,2019/06/11,17763.557,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1809,Pro,2019/07/09,17763.615,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2019/08/13,17763.678,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1809,Pro,2019/08/13,17763.678,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2019/09/10,17763.737,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1809,Pro,2019/09/10,17763.737,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1809,Pro,2019/10/08,17763.805,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2019/11/12,17763.864,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1809,Pro,2019/11/12,17763.864,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2019/12/10,17763.914,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1809,Pro,2019/12/10,17763.914,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows Server 2019,1809,Standard,2020/01/14,17763.973,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1809,Pro,2020/01/14,17763.973,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1903,Pro,2019/12/10,18362.1016,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1903,Pro,2020/09/08,18362.1082,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1903,Pro,2020/10/13,18362.1139,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1903,Pro,2020/11/10,18362.1198,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1903,Pro,2020/12/08,18362.1256,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1903,Pro,2019/06/11,18362.175,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1903,Pro,2019/07/09,18362.239,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1903,Pro,2019/03/29,18362.3,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1903,Pro,2019/09/10,18362.356,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1903,Pro,2019/11/12,18362.476,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1903,Pro,2019/12/10,18362.535,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1903,Pro,2020/02/11,18362.657,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1903,Pro,2020/03/12,18362.72,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1903,Pro,2020/05/12,18362.836,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1903,Pro,2020/07/14,18362.959,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1909,Pro,2020/08/11,18363.1016,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1909,Pro,2020/09/08,18363.1082,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1909,Pro,2020/10/13,18363.1139,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1909,Pro,2020/11/10,18363.1198,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1909,Pro,2020/12/08,18363.1256,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1909,Pro,2021/01/12,18363.1316,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1909,Pro,2021/02/11,18363.1379,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1909,Pro,2021/03/09,18363.144,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1909,Pro,2021/04/13,18363.15,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1909,Pro,2021/05/11,18363.1556,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1909,Pro,2021/06/08,18363.1621,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1909,Pro,2019/10/05,18363.418,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1909,Pro,2019/12/10,18363.535,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1909,Pro,2020/01/14,18363.592,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1909,Pro,2020/02/11,18363.657,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1909,Pro,2020/03/12,18363.72,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1909,Pro,2020/04/14,18363.778,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1909,Pro,2020/05/12,18363.836,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,1909,Pro,2020/07/14,18363.959,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,2004,Pro,2021/06/08,19041.1052,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,20H2,Pro,2021/07/13,19041.111,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,2004,Pro,2021/07/13,19041.111,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,2004,Pro,2021/08/10,19041.1165,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,2004,Pro,2021/10/12,19041.1288,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,2004,Pro,2021/11/09,19041.1348,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,2004,Pro,2020/04/16,19041.208,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,2004,Pro,2020/05/27,19041.264,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,2004,Pro,2020/06/09,19041.329,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,2004,Pro,2020/07/14,19041.388,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,2004,Pro,2020/08/11,19041.45,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,2004,Pro,2020/09/08,19041.508,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,2004,Pro,2020/10/13,19041.572,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,2004,Pro,2020/11/10,19041.63,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,2004,Pro,2020/12/08,19041.685,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,2004,Pro,2021/01/12,19041.746,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,20H2,Pro,2021/02/09,19041.804,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,2004,Pro,2021/02/09,19041.804,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,20H2,Pro,2021/03/09,19041.867,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,2004,Pro,2021/03/09,19041.867,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,20H2,Pro,2021/04/13,19041.928,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,2004,Pro,2021/04/13,19041.928,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,20H2,Pro,2021/05/11,19041.985,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,2004,Pro,2021/05/11,19041.985,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,21H1,Pro,2021/06/08,19043.1052,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,21H1,Pro,2021/07/13,19043.111,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,21H1,Pro,2021/08/10,19043.1165,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,21H1,Pro,2021/09/14,19043.1237,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,21H1,Pro,2021/10/12,19043.1288,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,21H1,Pro,2021/11/09,19043.1348,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,21H2,Pro,2021/12/14,19043.1415,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,21H1,Pro,2021/12/14,19043.1415,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,21H1,Pro,2022/01/11,19043.1466,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,21H1,Pro,2022/04/19,19043.1645,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,21H1,Pro,2022/05/17,19043.1706,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,21H1,Pro,2021/04/13,19043.928,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,21H2,Pro,2021/10/12,19044.1288,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,21H2,Pro,2022/01/11,19044.1466,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,21H2,Pro,2022/04/19,19044.1645,Successfully imported {Number} identities,{Number}
0,0,Information,Operation log,,,,Windows 10,21H2,Pro,2022/05/17,19044.1706,Successfully imported {Number} identities,{Number}
1,0,Error,Operation log,,,,Windows 7,SP1,Ultimate,1970/01/01,7601.0,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 8,8,Pro,1970/01/01,9200.0,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 8.1,8.1,Pro,1970/01/01,9600.0,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1507,Pro,2015/07/29,10240.0,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1511,Pro,1970/01/01,10586.0,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1511,Enterprise,2016/02/09,10586.104,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1511,Pro,2016/03/08,10586.164,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows Server 2016,1607,Standard,2016/10/12,14393.0,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows Server 2016,1607,Standard,2017/11/14,14393.1884,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows Server 2016,1607,Standard,2016/11/08,14393.447,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1607,Pro,2016/11/08,14393.447,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1703,Pro,2017/03/20,15063.0,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1703,Pro,2017/06/13,15063.413,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1703,Pro,2017/07/11,15063.483,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1709,Pro,2017/12/12,16299.125,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1709,Pro,2017/11/14,16299.15,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1709,Pro,2017/11/14,16299.64,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1803,Pro,1970/01/01,17134.1,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1803,Pro,2019/09/10,17134.1006,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1803,Pro,2018/06/12,17134.112,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1803,Pro,2018/08/14,17134.228,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1803,Pro,2018/09/11,17134.285,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1803,Pro,2019/01/08,17134.523,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1803,Pro,2019/03/12,17134.648,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1803,Pro,2019/04/09,17134.706,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1803,Pro,2019/05/19,17134.766,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1803,Pro,2019/06/11,17134.829,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1803,Pro,2019/07/09,17134.885,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1803,Pro,2019/08/13,17134.95,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows Server 2019,1809,Standard,2020/02/11,17763.1039,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1809,Pro,2020/02/11,17763.1039,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows Server 2019,1809,Standard,2018/11/13,17763.107,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1809,Pro,2018/11/13,17763.107,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows Server 2019,1809,Standard,2020/03/10,17763.1098,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1809,Pro,2020/03/12,17763.1098,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows Server 2019,1809,Standard,2020/04/14,17763.1158,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1809,Pro,2020/04/14,17763.1158,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows Server 2019,1809,Standard,2020/05/12,17763.1217,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1809,Pro,2020/05/12,17763.1217,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows Server 2019,1809,Standard,2020/06/09,17763.1282,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1809,Pro,2020/06/09,17763.1282,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows Server 2019,1809,Standard,2020/07/14,17763.1339,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1809,Pro,2020/07/14,17763.1339,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows Server 2019,1809,Standard,2020/08/11,17763.1397,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1809,Pro,2020/08/11,17763.1397,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows Server 2019,1809,Standard,2020/09/10,17763.1457,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1809,Pro,2020/09/08,17763.1457,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows Server 2019,1809,Standard,2020/10/13,17763.1518,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1809,Pro,2020/10/13,17763.1518,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows Server 2019,1809,Standard,2020/11/10,17763.1577,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows 10,1809,Pro,2020/11/10,17763.1577,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows Server 2019,1809,Standard,2020/12/08,17763.1637,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows Server 2019,1809,Standard,2021/01/12,17763.1697,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows Server 2019,1809,Standard,2021/02/09,17763.1757,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows Server 2019,1809,Standard,2021/03/09,17763.1817,Failed to importidentities. Error code: {LastError},{LastError}
1,0,Error,Operation log,,,,Windows Server 2019,1809,Standard,2021/04/13,17763.1879,Failed to importidentities. Error code: {LastError},{LastError}
