Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 11,21H2,Pro,2022/07/19,19044.1826,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,21H2,Pro,2022/06/21,19044.1766,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,21H2,Pro,2022/05/17,19044.1706,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,21H2,Pro,2022/04/19,19044.1645,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,21H2,Pro,2022/01/11,19044.1466,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,21H2,Pro,2021/10/12,19044.1288,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,21H1,Pro,2021/04/13,19043.928,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 11,21H1,Pro,2022/07/19,19043.1826,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,21H1,Pro,2022/06/21,19043.1766,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,21H1,Pro,2022/05/17,19043.1706,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,21H1,Pro,2022/04/19,19043.1645,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,21H1,Pro,2022/01/11,19043.1466,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,21H2,Pro,2021/12/14,19043.1415,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,21H1,Pro,2021/12/14,19043.1415,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,21H1,Pro,2021/11/09,19043.1348,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,21H1,Pro,2021/10/12,19043.1288,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,21H1,Pro,2021/09/14,19043.1237,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,21H1,Pro,2021/08/10,19043.1165,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,21H1,Pro,2021/07/13,19043.111,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,21H1,Pro,2021/06/08,19043.1052,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,20H2,Pro,2022/04/19,19042.1645,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,20H2,Pro,2022/01/11,19042.1466,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,2004,Pro,2021/05/11,19041.985,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,20H2,Pro,2021/05/11,19041.985,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,2004,Pro,2021/04/13,19041.928,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,20H2,Pro,2021/04/13,19041.928,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,2004,Pro,2021/03/09,19041.867,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,20H2,Pro,2021/03/09,19041.867,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,2004,Pro,2021/02/09,19041.804,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,20H2,Pro,2021/02/09,19041.804,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,2004,Pro,2021/01/12,19041.746,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,20H2,Pro,2021/01/12,19041.746,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,2004,Pro,2020/12/08,19041.685,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,20H2,Pro,2020/12/08,19041.685,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,20H2,Pro,2020/11/19,19041.631,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,2004,Pro,2020/11/10,19041.63,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,2004,Pro,2020/10/13,19041.572,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,2004,Pro,2020/09/08,19041.508,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,2004,Pro,2020/08/11,19041.45,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,2004,Pro,2020/07/14,19041.388,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,2004,Pro,2020/06/09,19041.329,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,2004,Pro,2020/05/27,19041.264,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,2004,Pro,2020/04/16,19041.208,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,21H2,Pro,2022/03/15,19041.1586,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,21H1,Pro,2022/03/15,19041.1586,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,20H2,Pro,2022/03/15,19041.1586,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,21H2,Pro,2022/02/15,19041.1526,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,21H1,Pro,2022/02/15,19041.1526,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,20H2,Pro,2022/02/15,19041.1526,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,20H2,Pro,2021/12/14,19041.1415,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,2004,Pro,2021/11/09,19041.1348,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,20H2,Pro,2021/11/09,19041.1348,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,2004,Pro,2021/10/12,19041.1288,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,20H2,Pro,2021/10/12,19041.1288,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,2004,Pro,2021/09/14,19041.1237,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,20H2,Pro,2021/09/14,19041.1237,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,2004,Pro,2021/08/10,19041.1165,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,20H2,Pro,2021/08/10,19041.1165,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,2004,Pro,2021/07/13,19041.111,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,20H2,Pro,2021/07/13,19041.111,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,2004,Pro,2021/06/08,19041.1052,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,20H2,Pro,2021/06/08,19041.1052,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1909,Pro,2020/07/14,18363.959,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1909,Pro,2020/06/09,18363.9,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1909,Pro,2020/05/12,18363.836,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1909,Pro,2020/04/14,18363.778,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1909,Pro,2020/03/12,18363.72,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1909,Pro,2020/02/11,18363.657,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1909,Pro,2020/01/14,18363.592,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1909,Pro,2019/12/10,18363.535,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1909,Pro,2019/10/05,18363.418,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1909,Pro,2021/06/08,18363.1621,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1909,Pro,2021/05/11,18363.1556,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1909,Pro,2021/04/13,18363.15,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1909,Pro,2021/03/09,18363.144,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1909,Pro,2021/02/11,18363.1379,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1909,Pro,2021/01/12,18363.1316,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1909,Pro,2020/12/08,18363.1256,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1909,Pro,2020/11/10,18363.1198,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1909,Pro,2020/10/13,18363.1139,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1909,Pro,2020/09/08,18363.1082,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1909,Pro,2020/08/11,18363.1016,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1903,Pro,2020/07/14,18362.959,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1903,Pro,2020/05/12,18362.836,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1903,Pro,2020/03/12,18362.72,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1903,Pro,2020/02/11,18362.657,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1903,Pro,2019/12/10,18362.535,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1903,Pro,2019/11/12,18362.476,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1903,Pro,2019/09/10,18362.356,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1903,Pro,2019/03/29,18362.3,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1903,Pro,2019/07/09,18362.239,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1903,Pro,2019/06/11,18362.175,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1903,Pro,2020/12/08,18362.1256,Entering Partial state.,
0,0,Verbose,Microsoft-Windows-ATAPort/SATA-LPM,LPM state change,ATAPORT_OPCODE_LPM_POWERSTATE_PARTIAL,LinkPowerMgmt,Windows 10,1903,Pro,2020/11/10,18362.1198,Entering Partial state.,
