Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,0,Information,,PrintDXGIPreviewTarget_DrawPage,Start,,Windows 10,20H2,Pro,2020/11/19,19041.631,,
1,0,Information,,PrintDXGIPreviewTarget_DrawPage,Start,,Windows 10,2004,Pro,2020/11/10,19041.63,,
1,0,Information,,PrintDXGIPreviewTarget_DrawPage,Start,,Windows 10,2004,Pro,2020/10/13,19041.572,,
1,0,Information,,PrintDXGIPreviewTarget_DrawPage,Start,,Windows 10,2004,Pro,2020/09/08,19041.508,,
1,0,Information,,PrintDXGIPreviewTarget_DrawPage,Start,,Windows 10,2004,Pro,2020/08/11,19041.45,,
1,0,Information,,PrintDXGIPreviewTarget_DrawPage,Start,,Windows 10,2004,Pro,2020/07/14,19041.388,,
1,0,Information,,PrintDXGIPreviewTarget_DrawPage,Start,,Windows 10,2004,Pro,2020/06/09,19041.329,,
1,0,Information,,PrintDXGIPreviewTarget_DrawPage,Start,,Windows 10,2004,Pro,2020/05/27,19041.264,,
1,0,Information,,PrintDXGIPreviewTarget_DrawPage,Start,,Windows 10,2004,Pro,2020/04/16,19041.208,,
1,0,Information,,PrintDXGIPreviewTarget_DrawPage,Start,,Windows 10,20H2,Pro,2022/03/15,19041.1586,,
1,0,Information,,PrintDXGIPreviewTarget_DrawPage,Start,,Windows 10,21H1,Pro,2022/03/15,19041.1586,,
1,0,Information,,PrintDXGIPreviewTarget_DrawPage,Start,,Windows 10,21H2,Pro,2022/03/15,19041.1586,,
1,0,Information,,PrintDXGIPreviewTarget_DrawPage,Start,,Windows 10,20H2,Pro,2022/02/15,19041.1526,,
1,0,Information,,PrintDXGIPreviewTarget_DrawPage,Start,,Windows 10,21H1,Pro,2022/02/15,19041.1526,,
1,0,Information,,PrintDXGIPreviewTarget_DrawPage,Start,,Windows 10,21H2,Pro,2022/02/15,19041.1526,,
1,0,Information,,PrintDXGIPreviewTarget_DrawPage,Start,,Windows 10,20H2,Pro,2021/12/14,19041.1415,,
